Line Scheme	Meter Scheme	PoemID	Poet	Title	Year	line	line_num	parse	parse_human2
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Then came the laborers home from the field, and serenely the sun sank	(47, 1)	swwswwswwswwswwsw	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Down to his rest, and twilight prevailed. Anon from the belfry	(48, 1)	swwswswwswswwsw	sww|sw|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Softly the Angelus sounded, and over the roofs of the village	(49, 1)	swwswwswwswwswwsw	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Columns of pale blue smoke, like clouds of incense ascending,	(50, 1)	swwswswswswwsw	sww|sw|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Rose from a hundred hearths, the homes of peace and contentment.	(51, 1)	swwswswswswwsw	sww|sw|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Thus dwelt together in love these simple Acadian farmers,	(52, 1)	swwswwswswwswwsw	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Dwelt in the love of God and of man. Alike were they free from	(53, 1)	swwswswwswswwsw	sww|sw|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Fear, that reigns with the tyrant, and envy, the vice of republics.	(54, 1)	swswwswwswwswwsw	sw|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Neither locks had they to their doors, nor bars to their windows;	(55, 1)	swswswwswswwsw	sw|sw|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	But their dwellings were open as day and the hearts of the owners;	(56, 1)	swswwswwswwswwsw	sw|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	There the richest was poor, and the poorest lived in abundance.	(57, 1)	swswwswwswswwsw	sw|sww|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Somewhat apart from the village, and nearer the Basin of Minas,	(58, 2)	swwswwswwswwswwsw	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Benedict Bellefontaine, the wealthiest farmer of Grand-Pré,	(59, 2)	swwswwswswwswwsw	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Dwelt on his goodly acres; and with him, directing his household,	(60, 2)	swwswswwswwswwsw	sww|sw|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Gentle Evangeline lived, his child, and the pride of the village.	(61, 2)	swwswwswswwswwsw	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Stalworth and stately in form was the man of seventy winters;	(62, 2)	swwswwswwswswwsw	sww|sww|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Hearty and hale was he, an oak that is covered with snow-flakes;	(63, 2)	swwswswswwswwsw	sww|sw|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	White as the snow were his locks, and his cheeks as brown as the oak-leaves.	(64, 2)	swwswwswwswswwsw	sww|sww|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Fair was she to behold, that maiden of seventeen summers.	(65, 2)	swswwswswwswwsw	sw|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Black were her eyes as the berry that grows on the thorn by the wayside,	(66, 2)	swwswwswwswwswwsw	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Black, yet how softly they gleamed beneath the brown shade of her tresses!	(67, 2)	swwswwswswwswwsw	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Sweet was her breath as the breath of kine that feed in the meadows.	(68, 2)	swwswwswswswwsw	sww|sww|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	When in the harvest heat she bore to the reapers at noontide	(69, 2)	swwswswswwswwsw	sww|sw|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Flagons of home-brewed ale, ah! fair in sooth was the maiden.	(70, 2)	swwswswswswwsw	sww|sw|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Fairer was she when, on Sunday morn, while the bell from its turret	(71, 2)	swswswswswwswwsw	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Sprinkled with holy sounds the air, as the priest with his hyssop	(72, 2)	swwswswswwswwsw	sww|sw|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Sprinkles the congregation, and scatters blessings upon them,	(73, 2)	swwswswwswswwsw	sww|sw|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Down the long street she passed, with her chaplet of beads and her missal,	(74, 2)	swwswswwswwswwsw	sww|sw|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Wearing her Norman cap, and her kirtle of blue, and the ear-rings,	(75, 2)	swwswswwswwswwsw	sww|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Brought in the olden time from France, and since, as an heirloom,	(76, 2)	swwswswswswwsw	sww|sw|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Handed down from mother to child, through long generations.	(77, 2)	swswswwswswwsw	sw|sw|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	But a celestial brightness a more ethereal beauty	(78, 2)	swwswwswwswswwsw	sww|sww|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Shone on her face and encircled her form, when, after confession,	(79, 2)	swwswwswwswswwsw	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Homeward serenely she walked with God's benediction upon her.	(80, 2)	swwswwswswwswwsw	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	When she had passed, it seemed like the ceasing of exquisite music.	(81, 2)	swwswswwswwswwsw	sww|sw|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Firmly builded with rafters of oak, the house of the farmer	(82, 3)	swswwswwswswwsw	sw|sw|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Stood on the side of a hill commanding the sea; and a shady	(83, 3)	swwswwswswwswwsw	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Sycamore grew by the door, with a woodbine wreathing around it.	(84, 3)	swwswwswswswwsw	sww|sww|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Rudely carved was the porch, with seats beneath; and a footpath	(85, 3)	swswwswswswwsw	sw|sww|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Led through an orchard wide, and disappeared in the meadow.	(86, 3)	swwswswswswwsw	sww|sw|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Under the sycamore-tree were hives overhung by a penthouse,	(87, 3)	swwswwswswwswwsw	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Such as the traveller sees in regions remote by the roadside,	(88, 3)	swwswwswswwswwsw	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Built o'er a box for the poor, or the blessed image of Mary.	(89, 3)	swwswwswwswswwsw	sww|sww|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Farther down, on the slope of the hill, was the well with its moss-grown	(90, 3)	swswwswwswwswwsw	sw|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Bucket, fastened with iron, and near it a trough for the horses.	(91, 3)	swswwswswwswwsw	sw|sww|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Shielding the house from storms, on the north, were the barns and the farm-yard.	(92, 3)	swwswwswwswwswwsw	sww|sw|sww|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	There stood the broad-wheeled wains and the antique ploughs and the harrows;	(93, 3)	swwswwswwswswwsw	sww|sww|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	There were the folds for the sheep; and there, in his feathered seraglio,	(94, 3)	swwswwswswwswwsww	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Strutted the lordly turkey, and crowed the cock, with the selfsame	(95, 3)	swwswswwswswwsw	sww|sw|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Voice that in ages of old had startled the penitent Peter.	(96, 3)	swwswwswswwswwsw	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Bursting with hay were the barns, themselves a village. In each one	(97, 3)	swwswwswswsw	sww|sww|sw|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Far o'er the gable projected a roof of thatch; and a staircase,	(98, 3)	swwswwswwswswwsw	sww|sww|sww|sw|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	Under the sheltering eaves, led up to the odorous corn-loft.	(99, 3)	swwswwswswwswwsw	sww|sww|sw|sww|sww|sw
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	There too the dove-cot stood, with its meek and innocent inmates	(100, 3)	swwswswwswswwsw	sww|sw|sww|sw|sww|sw
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Half a league, half a league,	(1, 1)	swwsww	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Half a league onward,	(2, 1)	swwsw	sww|sw
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	All in the valley of Death	(3, 1)	swwswws	sww|sww|s
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Rode the six hundred.	(4, 1)	swwsw	sww|sw
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	‘Forward, the Light Brigade!	(5, 1)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Charge for the guns!’ he said:	(6, 1)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Into the valley of Death	(7, 1)	swwswws	sww|sww|s
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Rode the six hundred.	(8, 1)	swwsw	sww|sw
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	‘Forward, the Light Brigade!’	(9, 2)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Was there a man dismay'd?	(10, 2)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Not tho' the soldier knew	(11, 2)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Some one had blunder'd:	(12, 2)	swwsw	sww|sw
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Their's not to make reply,	(13, 2)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Their's not to reason why,	(14, 2)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Their's but to do and die:	(15, 2)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Into the valley of Death	(16, 2)	swwswws	sww|sww|s
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Rode the six hundred.	(17, 2)	swwsw	sww|sw
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Cannon to right of them,	(18, 3)	swwsww	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Cannon to left of them,	(19, 3)	swwsww	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Cannon in front of them	(20, 3)	swwsww	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Volley'd and thunder'd;	(21, 3)	swwsw	sww|sw
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Storm'd at with shot and shell,	(22, 3)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Boldly they rode and well,	(23, 3)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Into the jaws of Death,	(24, 3)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Into the mouth of Hell	(25, 3)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Rode the six hundred.	(26, 3)	swwsw	sww|sw
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Flash'd all their sabres bare,	(27, 4)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Flash'd as they turn'd in air	(28, 4)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Sabring the gunners there,	(29, 4)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Charging an army, while	(30, 4)	swwsww	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	All the world wonder'd:	(31, 4)	swwsw	sww|sw
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Plunged in the battery-smoke	(32, 4)	swwswws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Right thro' the line they broke;	(33, 4)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Cossack and Russian	(34, 4)	swwsw	sww|sw
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Reel'd from the sabre-stroke	(35, 4)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Shatter'd and sunder'd.	(36, 4)	swwsw	sww|sw
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Then they rode back, but not	(37, 4)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Not the six hundred.	(38, 4)	swwsw	sww|sw
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Cannon to right of them,	(39, 5)	swwsww	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Cannon to left of them,	(40, 5)	swwsww	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Cannon behind them	(41, 5)	swwsw	sww|sw
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Volley'd and thunder'd;	(42, 5)	swwsw	sww|sw
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Storm'd at with shot and shell,	(43, 5)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	While horse and hero fell,	(44, 5)	wswsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	They that had fought so well	(45, 5)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Came thro' the jaws of Death,	(46, 5)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Back from the mouth of Hell,	(47, 5)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	All that was left of them,	(48, 5)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	Left of six hundred.	(49, 5)	swwsw	sww|sw
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	When can their glory fade?	(50, 6)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	O the wild charge they made!	(51, 6)	swwsws	sww|sww
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	All the world wonder'd.	(52, 6)	swwsw	sww|sw
